Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight;Price_euros
Lenovo;ThinkPad Yoga;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;1669.0
Lenovo;Yoga Book;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69kg;479.0
HP;EliteBook 820;Ultrabook;12.5;1366x768;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;1895.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4kg;989.0
HP;Omen -;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.35kg;1129.0
HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;8GB;2TB HDD;Intel HD Graphics 620;Windows 10;2.04kg;629.0
Lenovo;ThinkPad P40;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Nvidia Quadro M500M;Windows 7;1.8kg;2050.38
Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Notebook;14.0;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5kg;278.0
HP;250 G6;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.84kg;752.0
Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;616.0
Lenovo;IdeaPad 500-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16GB;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2.5kg;1099.0
HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M3000M;Windows 7;3kg;3949.4
Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.5kg;784.0
MSI;GT72S Dominator;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78kg;2399.0
HP;EliteBook 850;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;2171.72
Lenovo;ThinkPad X1;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;2.8kg;2440.0
MSI;GP62M 7RDX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;1142.8
HP;Spectre Pro;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;1629.0
HP;ZBook 15;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59kg;2229.0
HP;Spectre Pro;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;1799.0
HP;ZBook Studio;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.0kg;1899.0
HP;EliteBook 820;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 6500U 2.50GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;2296.95
Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.18kg;1009.9
HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;1579.0
Lenovo;ThinkPad X1;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.27kg;2339.0
Lenovo;V110-15ISK (i3-6006U/4GB/1TB/No;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;1.9kg;339.0
HP;15-BA015wm (E2-7110/4GB/500GB/W10);Notebook;15.6;1366x768;AMD E-Series 7110 1.8GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;1.86kg;297.0
Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;AMD Radeon R5 M330;No OS;2.32kg;599.0
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows 10;2.62kg;1199.0
Dell;XPS 15;Notebook;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i5 6300HQ 2.3GHz;8GB;256GB SSD;Nvidia GeForce 960M;Windows 10;2.04kg;2250.68
HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A6-Series A6-9220 2.5GHz;4GB;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;478.89
MSI;GP72M 7REX;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;1492.8
Lenovo;ThinkPad T460s;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.4kg;2299.0
Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 10;2.5kg;788.49
HP;Spectre Pro;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;2041.0
Lenovo;ThinkPad T460;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.7kg;1499.0
MSI;GS40 Phantom;Gaming;14.0;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.7kg;1769.0
HP;Pavilion 15-cb003nv;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62kg;899.0
Lenovo;IdeaPad 310-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.2kg;459.0
HP;250 G4;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;476.99
Dell;Inspiron 7567;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;1498.0
Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1390.0
Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 920MX ;Windows 10;2.2kg;468.0
HP;Stream 14-AX000nv;Notebook;14.0;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.44kg;249.0
MSI;PL60 7RD;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;839.0
HP;250 G5;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.96kg;679.0
HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2.1kg;1159.0
Asus;X553SA-XX021T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.0
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/No;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;398.0
Lenovo;IdeaPad 510-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;No OS;2.2kg;709.0
Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;14.0;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2kg;769.0
Lenovo;B51-80 (i7-6500U/4GB/1008GB/FHD/W7);Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;4GB;1.0TB Hybrid;Intel HD Graphics 520;Windows 7;2.32kg;825.0
Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD;Nvidia GeForce GTX 960;Windows 10;3.31kg;1305.0
MSI;GS60 Ghost;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.91kg;2153.37
HP;ProBook 450;Notebook;15.6;1366x768;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07kg;650.0
Lenovo;ThinkPad X1;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.36kg;1637.0
Lenovo;IdeaPad 310-15IKB;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 920M;Windows 10;1.54kg;831.0
Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Linux;1.98kg;895.01
Acer;Aspire 3;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.1kg;333.0
HP;Pavilion 15-BC000nv;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;6GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.18kg;799.0
Asus;Rog GL552VW-DM201T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.591kg;909.0
Dell;Inspiron 5578;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;2.09kg;1179.0
Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.23kg;691.0
Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Linux;1.23kg;1099.0
Acer;Predator G9-793;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.2kg;2599.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;819.0
Samsung;Chromebook Plus;2 in 1 Convertible;12.3;IPS Panel Touchscreen 2400x1600;Samsung Cortex A72&A53 2.0GHz;4GB;32GB Flash Storage;ARM Mali T860 MP4;Chrome OS;1.15kg;659.0
HP;250 G6;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.86kg;485.0
Apple;"MacBook 12""";Ultrabook;12.0;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8GB;256GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920kg;1163.0
Dell;Inspiron 7378;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1199.0
HP;Pavilion Power;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.21kg;1327.0
Lenovo;V110-15ISK (i3-6006U/4GB/1TB/Radeon;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;1.9kg;368.0
Asus;Rog G752VY-GC229T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3kg;2150.0
Acer;Aspire 3;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4GB;1TB HDD;Intel HD Graphics 500;Linux;2.1kg;272.0
MSI;GS73VR 7RF;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;2048.9
Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;AMD Radeon R7 M440;Windows 10;2.3kg;499.0
Lenovo;IdeaPad 310-15ISK;Notebook;15.6;1366x768;Intel Core i7 6500U 2.5GHz;8GB;500GB HDD;Nvidia GeForce 920MX;No OS;2.2kg;629.0
Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2kg;1285.0
Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.2kg;2680.0
Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1169.0
Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M445;Windows 10;2.36kg;889.0
HP;15-bs025nv (i5-7200U/8GB/256GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.91kg;579.0
Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD E-Series 9000 2.2GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2.2kg;299.0
Acer;Aspire E5-774G;Notebook;17.3;1600x900;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3kg;629.0
Asus;Rog Strix;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.2kg;2449.0
Apple;"MacBook 12""";Ultrabook;12.0;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920kg;1279.0
Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1749.0
MSI;GS73VR Stealth;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;1948.99
Dell;Inspiron 7579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.191kg;999.0
Asus;ROG Strix;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.9kg;1949.0
Acer;C740-C9QX (3205U/2GB/32GB/Chrome;Netbook;11.6;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2GB;32GB SSD;Intel HD Graphics;Chrome OS;1.3kg;174.0
Acer;E5 774G;Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3kg;598.0
Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;No OS;2.8kg;539.0
Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2.6kg;1272.0
Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.2kg;1149.0
Lenovo;Thinkpad T560;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.3kg;1529.0
MSI;GP62MVR 6RF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1476.11
HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A12-Series 9720P 2.7GHz;6GB;1TB HDD;AMD Radeon 530;Windows 10;2.1kg;529.0
Dell;Latitude E7270;Ultrabook;12.5;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;1713.37
Dell;Inspiron 5578;2 in 1 Convertible;15.0;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.08kg;509.0
Asus;X540SA-RBPDN09 (N3710/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;1TB HDD;Intel HD Graphics 405;Windows 10;2.65kg;309.0
Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1477.0
Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.18kg;521.86
Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;1029.0
MSI;GL62M 7RDX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1149.0
Lenovo;ThinkPad Yoga;Netbook;12.5;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.50GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;1650.0
Razer;Blade Pro;Gaming;14.0;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;1TB SSD;Nvidia GeForce GTX 1060;Windows 10;1.95kg;3499.0
Dell;Inspiron 3567;Notebook;15.6;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;469.01
MSI;GE72VR Apache;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7kg;1598.0
Apple;MacBook Air;Ultrabook;11.6;1366x768;Intel Core i5 1.6GHz;4GB;256GB Flash Storage;Intel HD Graphics 6000;Mac OS X;1.08kg;959.0
HP;15-bs023nv (i3-6006U/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.1kg;478.0
HP;EliteBook 840;Ultrabook;14.0;2560x1440;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;2198.19
Dell;Vostro 3559;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 7;2.24kg;737.0
MSI;GL62 6QF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.3kg;1169.0
Lenovo;ThinkPad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.4kg;1499.0
Lenovo;IdeaPad 320-15ABR;Notebook;15.6;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;6GB;256GB SSD;AMD Radeon 530;Windows 10;2.2kg;597.57
Asus;ZenBook UX310UA-WB71;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.45kg;1280.0
Acer;Aspire ES1-572;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;500GB HDD;Intel HD Graphics 520;Linux;2.4kg;361.8
Dell;Inspiron 7779;2 in 1 Convertible;17.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.77kg;1799.0
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;1099.99
Asus;Rog GL553VE-FY052T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;1600.0
Dell;Latitude 5480;Notebook;14.0;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.6kg;875.0
Asus;Rog GL502VS;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.34kg;2325.0
Lenovo;V510-15IKB (i5-7200U/8GB/256GB/FHD/No;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;No OS;2.3kg;573.0
Dell;XPS 13;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7Y54 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.24kg;1813.0
Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Linux;2.2kg;324.0
HP;255 G6;Notebook;15.6;1366x768;AMD A6-Series 9220 2.5GHz;4GB;500GB HDD;AMD Radeon R4 Graphics;Windows 10;1.86kg;399.0
Lenovo;IdeaPad 310-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6100U 2.3GHz;6GB;128GB SSD;Nvidia GeForce 920MX;Windows 10;2.4kg;569.0
Lenovo;ThinkPad L460;Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.9kg;1072.0
Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;443.99
Asus;X541NA-GO020T (N3350/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2kg;339.0
Asus;Rog G752VT-GC073T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4.0kg;1900.0
Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.29kg;490.0
Lenovo;B51-80 (i7-6500U/8GB/1008GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 7;2.32kg;895.0
MSI;GE62 Apache;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.4kg;1229.0
Lenovo;Yoga 500-14IBD;2 in 1 Convertible;14.0;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;833.01
Asus;ZenBook UX305CA-UBM1;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core M 6Y30 0.9GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;1.2kg;729.0
